time_day,TCE_zone1_mid_mg_L,TCE_zone2_mid_mg_L,TCE_PRB_inlet_mg_L,cDCE_PRB_inlet_mg_L,VC_PRB_inlet_mg_L,TCE_PRB_mid_mg_L,cDCE_PRB_mid_mg_L,VC_PRB_mid_mg_L,source_mass_mg,source_active,pore_velocity_m_day
160.65,114.705967175235,100.180369925713,1.58954692160256,19.6651845651729,2.908682799987,0,2.17027327163486e-05,4.02069604157542e-06,232684960.649405,1,0.147631578947368
160.7,114.705967175235,100.227162891285,1.59192442792315,19.6952560656153,2.91290769263532,0,2.21113530757522e-05,4.09639691214702e-06,232453512.596205,1,0.147631578947368
160.75,114.705967175235,100.273954031933,1.59430196515506,19.7253286277812,2.91713206542506,0,2.25257202885375e-05,4.17316242321853e-06,232222066.953953,1,0.147631578947368
160.8,114.705967175235,100.320743347725,1.59667953331827,19.7554022516208,2.92135591845068,0,2.29458741866547e-05,4.25099995358332e-06,231990623.720742,1,0.147631578947368
160.85,114.705967175235,100.367530838735,1.59905713243169,19.7854769370635,2.92557925180359,0,2.33718540907106e-05,4.32991678730135e-06,231759182.894664,1,0.147631578947368
160.9,114.705967175235,100.414316505032,1.6014347625132,19.8155526840194,2.92980206557228,0,2.38036987944106e-05,4.40992011081719e-06,231527744.473813,1,0.147631578947368
160.95,114.705967175235,100.461100346688,1.60381242357966,19.8456294923796,2.93402435984246,0,2.42414465490497e-05,4.49101701008687e-06,231296308.456282,1,0.147631578947368
161,114.705967175235,100.507882363775,1.60619011564701,19.8757073620173,2.93824613469716,0,2.46851350480578e-05,4.57321446771492e-06,231064874.840164,1,0.147631578947368
161.05,114.705967175235,100.554662556363,1.60856783873023,19.9057862927883,2.94246739021681,0,2.51348014116089e-05,4.65651936010324e-06,230833443.623552,1,0.147631578947368
161.1,114.705967175235,100.601440924523,1.61094559284346,19.9358662845315,2.94668812647939,0,2.55904821713015e-05,4.74093845461312e-06,230602014.80454,1,0.147631578947368
161.15,114.705967175235,100.648217468327,1.61332337799997,19.9659473370702,2.9509083435605,0,2.6052213254918e-05,4.82647840674203e-06,230370588.381222,1,0.147631578947368
161.2,114.705967175235,100.694992187846,1.61570119421224,19.9960294502121,2.95512804153344,0,2.65200299712722e-05,4.91314575731648e-06,230139164.351692,1,0.147631578947368
161.25,114.705967175235,100.74176508315,1.61807904149194,20.0261126237499,2.95934722046934,0,2.69939669951518e-05,5.00094692970272e-06,229907742.714043,1,0.147631578947368
161.3,114.705967175235,100.788536154312,1.62045691985003,20.0561968574627,2.96356588043722,0,2.74740583523641e-05,5.08988822703648e-06,229676323.46637,1,0.147631578947368
161.35,114.705967175235,100.835305401402,1.62283482929674,20.0862821511154,2.96778402150411,0,2.79603374048936e-05,5.17997582947343e-06,229444906.606767,1,0.147631578947368
161.4,114.705967175235,100.882072824491,1.62521276984162,20.1163685044603,2.97200164373507,0,2.84528368361798e-05,5.27121579146184e-06,229213492.133328,1,0.147631578947368
161.45,114.705967175235,100.928838423651,1.62759074149354,20.1464559172368,2.97621874719334,0,2.89515886365212e-05,5.36361403903885e-06,228982080.044149,1,0.147631578947368
161.5,114.705967175235,100.975602198953,1.62996874426077,20.1765443891726,2.98043533194035,0,2.94566240886169e-05,5.45717636715192e-06,228750670.337323,1,0.147631578947368
161.55,114.705967175235,101.022364150467,1.63234677815096,20.2066339199837,2.98465139803584,0,2.99679737532508e-05,5.55190843700699e-06,228519263.010946,1,0.147631578947368
161.6,114.705967175235,101.069124278265,1.63472484317118,20.2367245093749,2.98886694553793,0,3.04856674551283e-05,5.64781577344466e-06,228287858.063113,1,0.147631578947368
161.65,114.705967175235,101.115882582418,1.63710293932796,20.2668161570406,2.99308197450316,0,3.10097342688725e-05,5.74490376234614e-06,228056455.491919,1,0.147631578947368
161.7,114.705967175235,101.162639062997,1.63948106662726,20.296908862665,2.99729648498654,0,3.15402025051892e-05,5.84317764807025e-06,227825055.295459,1,0.147631578947368
161.75,114.705967175235,101.209393720074,1.64185922507458,20.3270026259223,3.00151047704169,0,3.20770996972066e-05,5.94264253092295e-06,227593657.471828,1,0.147631578947368
161.8,114.705967175235,101.256146553719,1.64423741467489,20.3570974464776,3.00572395072082,0,3.26204525869997e-05,6.04330336466104e-06,227362262.019123,1,0.147631578947368
161.85,114.705967175235,101.302897564003,1.6466156354327,20.3871933239868,3.00993690607481,0,3.31702871123062e-05,6.1451649540313e-06,227130868.935439,1,0.147631578947368
161.9,114.705967175235,101.349646750998,1.6489938873521,20.4172902580974,3.01414934315331,0,3.37266283934417e-05,6.2482319523466e-06,226899478.218872,1,0.147631578947368
161.95,114.705967175235,101.396394114775,1.65137217043671,20.4473882484484,3.01836126200471,0,3.42895007204221e-05,6.35250885910042e-06,226668089.867517,1,0.147631578947368
162,114.705967175235,101.443139655405,1.65375048468977,20.4774872946711,3.02257266267626,0,3.48589275403016e-05,6.4580000176212e-06,226436703.879472,1,0.147631578947368
162.05,114.705967175235,101.489883372958,1.65612883011409,20.5075873963891,3.02678354521412,0,3.54349314447326e-05,6.56470961276795e-06,226205320.252832,1,0.147631578947368
162.1,114.705967175235,101.536625267506,1.65850720671214,20.5376885532187,3.03099390966334,0,3.60175341577562e-05,6.67264166866845e-06,225973938.985694,1,0.147631578947368
162.15,114.705967175235,101.583365339121,1.66088561448601,20.5677907647694,3.03520375606799,0,3.66067565238304e-05,6.78180004650158e-06,225742560.076155,1,0.147631578947368
162.2,114.705967175235,101.630103587873,1.66326405343744,20.5978940306438,3.03941308447113,0,3.72026184961031e-05,6.89218844232494e-06,225511183.52231,1,0.147631578947368
162.25,114.705967175235,101.676840013833,1.66564252356784,20.6279983504382,3.04362189491491,0,3.78051391249376e-05,7.00381038494929e-06,225279809.322258,1,0.147631578947368
162.3,114.705967175235,101.723574617072,1.6680210248783,20.6581037237429,3.04783018744057,0,3.8414336546698e-05,7.11666923386113e-06,225048437.474096,1,0.147631578947368
162.35,114.705967175235,101.770307397662,1.67039955736963,20.6882101501422,3.05203796208852,0,3.90302279728008e-05,7.23076817719458e-06,224817067.975919,1,0.147631578947368
162.4,114.705967175235,101.817038355674,1.67277812104231,20.7183176292148,3.05624521889832,0,3.96528296790407e-05,7.34611022975404e-06,224585700.825827,1,0.147631578947368
162.45,114.705967175235,101.863767491178,1.67515671589657,20.748426160534,3.06045195790878,0,4.02821569951968e-05,7.4626982310889e-06,224354336.021915,1,0.147631578947368
162.5,114.705967175235,101.910494804246,1.67753534193236,20.778535743668,3.06465817915792,0,4.09182242949263e-05,7.58053484362134e-06,224122973.562283,1,0.147631578947368
162.55,114.705967175235,101.957220294948,1.67991399914938,20.8086463781802,3.0688638826831,0,4.15610449859521e-05,7.69962255082876e-06,223891613.445027,1,0.147631578947368
162.6,114.705967175235,102.003943963357,1.68229268754708,20.838758063629,3.07306906852094,0,4.22106315005514e-05,7.81996365548183e-06,223660255.668246,1,0.147631578947368
162.65,114.705967175235,102.050665809542,1.68467140712469,20.8688707995685,3.07727373670746,0,4.28669952863509e-05,7.9415602779394e-06,223428900.230037,1,0.147631578947368
162.7,114.705967175235,102.097385833576,1.6870501578812,20.8989845855484,3.08147788727802,0,4.35301467974352e-05,8.06441435450152e-06,223197547.1285,1,0.147631578947368
162.75,114.705967175235,102.144104035528,1.6894289398154,20.9290994211144,3.0856815202674,0,4.42000954857755e-05,8.18852763582152e-06,222966196.361731,1,0.147631578947368
162.8,114.705967175235,102.190820415471,1.69180775292587,20.959215305808,3.0898846357098,0,4.48768497929822e-05,8.31390168537851e-06,222734847.92783,1,0.147631578947368
162.85,114.705967175235,102.237534973475,1.69418659721098,20.9893322391671,3.0940872336389,0,4.556041714239e-05,8.44053787801109e-06,222503501.824896,1,0.147631578947368
162.9,114.705967175235,102.284247709611,1.69656547266894,21.019450220726,3.09828931408783,0,4.62508039314795e-05,8.56843739851358e-06,222272158.051026,1,0.147631578947368
162.95,114.705967175235,102.33095862395,1.69894437929776,21.0495692500155,3.10249087708925,0,4.69480155246403e-05,8.69760124029558e-06,222040816.604321,1,0.147631578947368
163,114.705967175235,102.377667716563,1.70132331709529,21.0796893265632,3.10669192267535,0,4.76520562462833e-05,8.82803020410603e-06,221809477.482879,1,0.147631578947368
163.05,114.705967175235,102.424374987523,1.70370228605921,21.1098104498932,3.11089245087785,0,4.83629293743046e-05,8.95972489682261e-06,221578140.684799,1,0.147631578947368
163.1,114.705967175235,102.471080436898,1.70608128618706,21.139932619527,3.11509246172805,0,4.90806371339081e-05,9.09268573030738e-06,221346806.208181,1,0.147631578947368
163.15,114.705967175235,102.517784064761,1.70846031747619,21.1700558349831,3.11929195525685,0,4.98051806917901e-05,9.22691292032972e-06,221115474.051124,1,0.147631578947368
163.2,114.705967175235,102.564485871182,1.71083937992386,21.200180095777,3.12349093149475,0,5.05365601506918e-05,9.36240648555723e-06,220884144.211728,1,0.147631578947368
163.25,114.705967175235,102.611185856233,1.71321847352716,21.230305401422,3.12768939047188,0,5.12747745443233e-05,9.49916624661551e-06,220652816.688093,1,0.147631578947368
163.3,114.705967175235,102.657884019985,1.71559759828306,21.2604317514285,3.13188733221803,0,5.20198218326638e-05,9.63719182521766e-06,220421491.478318,1,0.147631578947368
163.35,114.705967175235,102.704580362508,1.71797675418839,21.2905591453048,3.13608475676263,0,5.27716988976413e-05,9.77648264336414e-06,220190168.580504,1,0.147631578947368
163.4,114.705967175235,102.751274883874,1.72035594123989,21.3206875825566,3.14028166413481,0,5.35304015391974e-05,9.91703792261376e-06,219958847.992751,1,0.147631578947368
163.45,114.705967175235,102.797967584154,1.72273515943417,21.3508170626878,3.14447805436338,0,5.42959244717381e-05,1.00588566834265e-05,219727529.71316,1,0.147631578947368
163.5,114.705967175235,102.844658463418,1.72511440876772,21.3809475851998,3.14867392747687,0,5.50682613209776e-05,1.02019377445787e-05,219496213.73983,1,0.147631578947368
163.55,114.705967175235,102.891347521738,1.72749368923695,21.4110791495924,3.15286928350354,0,5.58474046211745e-05,1.03462797226516e-05,219264900.070863,1,0.147631578947368
163.6,114.705967175235,102.938034759184,1.72987300083815,21.4412117553633,3.15706412247136,0,5.66333458127672e-05,1.0491881031593e-05,219033588.704359,1,0.147631578947368
163.65,114.705967175235,102.984720175829,1.73225234356752,21.4713454020083,3.16125844440809,0,5.74260752404076e-05,1.06387398823532e-05,218802279.63842,1,0.147631578947368
163.7,114.705967175235,103.031403771742,1.73463171742119,21.5014800890217,3.16545224934123,0,5.82255821513995e-05,1.07868542825964e-05,218570972.871145,1,0.147631578947368
163.75,114.705967175235,103.078085546995,1.73701112239518,21.531615815896,3.16964553729806,0,5.90318546945407e-05,1.09362220364854e-05,218339668.400638,1,0.147631578947368
163.8,114.705967175235,103.124765501658,1.73939055848544,21.5617525821223,3.17383830830565,0,5.98448799193734e-05,1.10868407445437e-05,218108366.224999,1,0.147631578947368
163.85,114.705967175235,103.171443635804,1.74177002568782,21.59189038719,3.17803056239086,0,6.06646437758436e-05,1.12387078035921e-05,217877066.342329,1,0.147631578947368
163.9,114.705967175235,103.218119949502,1.74414952399813,21.6220292305872,3.18222229958037,0,6.14911311143712e-05,1.13918204067621e-05,217645768.75073,1,0.147631578947368
163.95,114.705967175235,103.264794442824,1.74652905341208,21.6521691118006,3.18641351990067,0,6.23243256863335e-05,1.15461755435852e-05,217414473.448305,1,0.147631578947368
164,114.705967175235,103.311467115841,1.74890861392533,21.6823100303156,3.19060422337809,0,6.31642101449616e-05,1.17017700001596e-05,217183180.433154,1,0.147631578947368
164.05,114.705967175235,103.358137968623,1.75128820553346,21.7124519856165,3.19479441003879,0,6.40107660466525e-05,1.18586003593931e-05,216951889.703381,1,0.147631578947368
164.1,114.705967175235,103.404807001242,1.753667828232,21.7425949771863,3.19898407990878,0,6.48639738526957e-05,1.2016663001323e-05,216720601.257087,1,0.147631578947368
164.15,114.705967175235,103.451474213769,1.7560474820164,21.772739004507,3.20317323301392,0,6.57238129314175e-05,1.21759541035138e-05,216489315.092375,1,0.147631578947368
164.2,114.705967175235,103.498139606275,1.75842716688208,21.8028840670594,3.20736186937993,0,6.65902615607406e-05,1.23364696415312e-05,216258031.207348,1,0.147631578947368
164.25,114.705967175235,103.54480317883,1.7608068828244,21.8330301643233,3.21154998903242,0,6.74632969311606e-05,1.24982053894941e-05,216026749.600107,1,0.147631578947368
164.3,114.705967175235,103.591464931506,1.76318662983865,21.8631772957778,3.21573759199687,0,6.83428951491401e-05,1.26611569207029e-05,215795470.268757,1,0.147631578947368
164.35,114.705967175235,103.638124864374,1.7655664079201,21.8933254609009,3.21992467829863,0,6.9229031240917e-05,1.28253196083453e-05,215564193.211399,1,0.147631578947368
164.4,114.705967175235,103.684782977504,1.76794621706393,21.9234746591696,3.22411124796296,0,7.01216791567301e-05,1.29906886262797e-05,215332918.426137,1,0.147631578947368
164.45,114.705967175235,103.731439270968,1.77032605726533,21.9536248900604,3.22829730101501,0,7.10208117754585e-05,1.31572589498942e-05,215101645.911075,1,0.147631578947368
164.5,114.705967175235,103.778093744837,1.7727059285194,21.9837761530489,3.23248283747986,0,7.19264009096746e-05,1.33250253570431e-05,214870375.664315,1,0.147631578947368
164.55,114.705967175235,103.824746399181,1.77508583082123,22.0139284476097,3.23666785738245,0,7.28384173111094e-05,1.34939824290596e-05,214639107.683962,1,0.147631578947368
164.6,114.705967175235,103.871397234071,1.77746576416585,22.0440817732172,3.24085236074769,0,7.37568306765292e-05,1.36641245518441e-05,214407841.968119,1,0.147631578947368
164.65,114.705967175235,103.918046249579,1.77984572854827,22.0742361293448,3.24503634760039,0,7.46816096540199e-05,1.38354459170292e-05,214176578.514889,1,0.147631578947368
164.7,114.705967175235,103.964693445775,1.78222572396345,22.1043915154654,3.24921981796528,0,7.56127218496791e-05,1.40079405232192e-05,213945317.322377,1,0.147631578947368
164.75,114.705967175235,104.011338822731,1.78460575040634,22.1345479310512,3.25340277186703,0,7.6550133834713e-05,1.41816021773046e-05,213714058.388688,1,0.147631578947368
164.8,114.705967175235,104.057982380517,1.78698580787183,22.1647053755739,3.25758520933025,0,7.7493811152934e-05,1.4356424495852e-05,213482801.711924,1,0.147631578947368
164.85,114.705967175235,104.104624119204,1.78936589635479,22.1948638485048,3.26176713037948,0,7.84437183286596e-05,1.45324009065666e-05,213251547.290191,1,0.147631578947368
164.9,114.705967175235,104.151264038863,1.79174601585007,22.2250233493144,3.26594853503923,0,7.9399818875006e-05,1.47095246498295e-05,213020295.121594,1,0.147631578947368
164.95,114.705967175235,104.197902139566,1.79412616635248,22.2551838774732,3.27012942333395,0,8.03620753025756e-05,1.48877887803068e-05,212789045.204236,1,0.147631578947368
165,114.705967175235,104.244538421382,1.79650634785682,22.2853454324507,3.27430979528802,0,8.13304491285344e-05,1.50671861686312e-05,212557797.536223,1,0.147631578947368
165.05,114.705967175235,104.291172884384,1.79888656035784,22.3155080137164,3.27848965092581,0,8.23049008860751e-05,1.52477095031555e-05,212326552.11566,1,0.147631578947368
165.1,114.705967175235,104.337805528641,1.80126680385028,22.3456716207392,3.28266899027163,0,8.32853901342627e-05,1.54293512917766e-05,212095308.940652,1,0.147631578947368
165.15,114.705967175235,104.384436354226,1.80364707832887,22.3758362529878,3.28684781334978,0,8.42718754682579e-05,1.56121038638294e-05,211864068.009304,1,0.147631578947368
165.2,114.705967175235,104.431065361208,1.80602738378829,22.4060019099303,3.29102612018451,0,8.52643145299144e-05,1.57959593720499e-05,211632829.319722,1,0.147631578947368
165.25,114.705967175235,104.477692549659,1.80840772022323,22.4361685910348,3.29520391080003,0,8.62626640187457e-05,1.59809097946074e-05,211401592.870011,1,0.147631578947368
165.3,114.705967175235,104.524317919649,1.81078808762833,22.4663362957687,3.29938118522054,0,8.72668797032561e-05,1.61669469372033e-05,211170358.658277,1,0.147631578947368
165.35,114.705967175235,104.57094147125,1.81316848599824,22.4965050235994,3.30355794347023,0,8.82769164326311e-05,1.63540624352371e-05,210939126.682627,1,0.147631578947368
165.4,114.705967175235,104.617563204533,1.81554891532758,22.526674773994,3.30773418557325,0,8.92927281487823e-05,1.65422477560376e-05,210707896.941164,1,0.147631578947368
165.45,114.705967175235,104.664183119568,1.81792937561094,22.5568455464193,3.31190991155374,0,9.03142678987417e-05,1.67314942011596e-05,210476669.431997,1,0.147631578947368
165.5,114.705967175235,104.710801216426,1.82030986684291,22.5870173403419,3.31608512143582,0,9.13414878473983e-05,1.69217929087427e-05,210245444.153232,1,0.147631578947368
165.55,114.705967175235,104.757417495179,1.82269038901806,22.617190155228,3.3202598152436,0,9.23743392905733e-05,1.71131348559343e-05,210014221.102974,1,0.147631578947368
165.6,114.705967175235,104.804031955897,1.82507094213095,22.6473639905438,3.32443399300118,0,9.34127726684264e-05,1.73055108613728e-05,209783000.27933,1,0.147631578947368
165.65,114.705967175235,104.85064459865,1.82745152617612,22.6775388457554,3.32860765473266,0,9.44567375791877e-05,1.74989115877319e-05,209551781.680408,1,0.147631578947368
165.7,114.705967175235,104.897255423511,1.82983214114811,22.7077147203284,3.33278080046212,0,9.55061827932084e-05,1.76933275443233e-05,209320565.304314,1,0.147631578947368
165.75,114.705967175235,104.94386443055,1.83221278704141,22.7378916137286,3.33695343021365,0,9.65610562673249e-05,1.78887490897579e-05,209089351.149155,1,0.147631578947368
165.8,114.705967175235,104.990471619837,1.83459346385055,22.7680695254213,3.34112554401132,0,9.76213051595271e-05,1.80851664346633e-05,208858139.213037,1,0.147631578947368
165.85,114.705967175235,105.037076991444,1.83697417157001,22.7982484548719,3.34529714187922,0,9.86868758439275e-05,1.82825696444568e-05,208626929.49407,1,0.147631578947368
165.9,114.705967175235,105.083680545441,1.83935491019427,22.8284284015456,3.34946822384142,0,9.97577139260209e-05,1.84809486421724e-05,208395721.990359,1,0.147631578947368
165.95,114.705967175235,105.1302822819,1.84173567971782,22.8586093649076,3.35363878992202,0,0.000100833764258229,1.86802932113407e-05,208164516.700013,1,0.147631578947368
166,114.705967175235,105.176882200891,1.8441164801351,22.8887913444228,3.35780884014509,0,0.000101914970955723,1.88805929989198e-05,207933313.62114,1,0.147631578947368
166.05,114.705967175235,105.223480302485,1.84649731144057,22.9189743395561,3.36197837453474,0,0.000103001277412514,1.90818375182766e-05,207702112.751846,1,0.147631578947368
166.1,114.705967175235,105.270076586753,1.84887817362869,22.9491583497724,3.36614739311506,0,0.000104092626317808,1.92840161522162e-05,207470914.090241,1,0.147631578947368
166.15,114.705967175235,105.316671053766,1.85125906669387,22.9793433745363,3.37031589591017,0,0.000105188959672612,1.9487118156059e-05,207239717.634432,1,0.147631578947368
166.2,114.705967175235,105.363263703595,1.85363999063056,23.0095294133126,3.37448388294419,0,0.000106290218806592,1.96911326607624e-05,207008523.382528,1,0.147631578947368
166.25,114.705967175235,105.40985453631,1.85602094543317,23.0397164655659,3.37865135424124,0,0.00010739634439516,1.98960486760878e-05,206777331.332637,1,0.147631578947368
166.3,114.705967175235,105.456443551984,1.85840193109611,23.0699045307608,3.38281830982547,0,0.000108507276476797,2.01018550938092e-05,206546141.482868,1,0.147631578947368
166.35,114.705967175235,105.503030750685,1.8607829476138,23.1000936083618,3.38698474972104,0,0.0001096229544706,2.03085406909632e-05,206314953.83133,1,0.147631578947368
166.4,114.705967175235,105.549616132486,1.86316399498063,23.1302836978334,3.39115067395212,0,0.000110743317194035,2.05160941331388e-05,206083768.376131,1,0.147631578947368
166.45,114.705967175235,105.596199697457,1.86554507319099,23.1604747986401,3.3953160825429,0,0.000111868302880897,2.07245039778041e-05,205852585.115381,1,0.147631578947368
166.5,114.705967175235,105.642781445668,1.86792618223927,23.1906669102463,3.39948097551758,0,0.00011299784919947,2.09337586776705e-05,205621404.047188,1,0.147631578947368
166.55,114.705967175235,105.689361377192,1.87030732211986,23.2208600321165,3.40364535290038,0,0.000114131893270866,2.11438465840903e-05,205390225.169662,1,0.147631578947368
166.6,114.705967175235,105.735939492098,1.87268849282714,23.2510541637151,3.40780921471553,0,0.000115270371687548,2.13547559504881e-05,205159048.480913,1,0.147631578947368
166.65,114.705967175235,105.782515790458,1.87506969435547,23.2812493045064,3.4119725609873,0,0.000116413220532021,2.15664749358231e-05,204927873.97905,1,0.147631578947368
166.7,114.705967175235,105.829090272342,1.87745092669922,23.311445453955,3.41613539173996,0,0.00011756037539568,2.17789916080812e-05,204696701.662183,1,0.147631578947368
166.75,114.705967175235,105.875662937822,1.87983218985276,23.3416426115253,3.42029770699782,0,0.000118711771397811,2.19922939477947e-05,204465531.528422,1,0.147631578947368
166.8,114.705967175235,105.922233786967,1.88221348381044,23.3718407766817,3.42445950678518,0,0.000119867343204733,2.22063698515886e-05,204234363.575877,1,0.147631578947368
166.85,114.705967175235,105.968802819849,1.88459480856662,23.4020399488887,3.42862079112639,0,0.000121027025049075,2.24212071357514e-05,204003197.802658,1,0.147631578947368
166.9,114.705967175235,106.015370036539,1.88697616411566,23.4322401276107,3.43278156004581,0,0.000122190750749167,2.26367935398281e-05,203772034.206875,1,0.147631578947368
166.95,114.705967175235,106.061935437108,1.88935755045188,23.4624413123123,3.43694181356783,0,0.000123358453728556,2.28531167302347e-05,203540872.786639,1,0.147631578947368
167,114.705967175235,106.108499021626,1.89173896756966,23.492643502458,3.44110155171686,0,0.00012453006703562,2.30701643038919e-05,203309713.54006,1,0.147631578947368
167.05,114.705967175235,106.155060790164,1.89412041546331,23.5228466975124,3.44526077451733,0,0.000125705523363272,2.32879237918763e-05,203078556.46525,1,0.147631578947368
167.1,114.705967175235,106.201620742793,1.89650189412718,23.5530508969401,3.4494194819937,0,0.000126884755068761,2.35063826630871e-05,202847401.560319,1,0.147631578947368
167.15,114.705967175235,106.248178879584,1.89888340355561,23.5832561002058,3.45357767417045,0,0.000128067694193535,2.37255283279271e-05,202616248.823379,1,0.147631578947368
167.2,114.705967175235,106.294735200608,1.90126494374292,23.613462306774,3.45773535107209,0,0.000129254272483181,2.39453481419957e-05,202385098.252539,1,0.147631578947368
167.25,114.705967175235,106.341289705935,1.90364651468345,23.6436695161097,3.46189251272316,0,0.000130444421407414,2.41658294097923e-05,202153949.845913,1,0.147631578947368
167.3,114.705967175235,106.387842395637,1.90602811637151,23.6738777276775,3.46604915914822,0,0.000131638072180117,2.43869593884286e-05,201922803.601611,1,0.147631578947368
167.35,114.705967175235,106.434393269783,1.90840974880145,23.7040869409424,3.47020529037186,0,0.000132835155779413,2.46087252913474e-05,201691659.517745,1,0.147631578947368
167.4,114.705967175235,106.480942328446,1.91079141196757,23.7342971553691,3.47436090641868,0,0.000134035602967772,2.48311142920467e-05,201460517.592427,1,0.147631578947368
167.45,114.705967175235,106.527489571695,1.9131731058642,23.7645083704228,3.47851600731335,0,0.000135239344312127,2.50541135278072e-05,201229377.823768,1,0.147631578947368
167.5,114.705967175235,106.574034999601,1.91555483048566,23.7947205855683,3.48267059308051,0,0.00013644631020401,2.52777101034213e-05,200998240.209881,1,0.147631578947368
167.55,114.705967175235,106.620578612236,1.91793658582625,23.8249338002708,3.48682466374489,0,0.000137656430879672,2.55018910949215e-05,200767104.748878,1,0.147631578947368
167.6,114.705967175235,106.667120409671,1.92031837188031,23.8551480139954,3.4909782193312,0,0.000138869636440206,2.57266435533075e-05,200535971.438872,1,0.147631578947368
167.65,114.705967175235,106.713660391975,1.92270018864213,23.8853632262074,3.4951312598642,0,0.000140085856871642,2.59519545082691e-05,200304840.277974,1,0.147631578947368
167.7,114.705967175235,106.760198559219,1.92508203610603,23.9155794363719,3.49928378536867,0,0.000141305022065013,2.61778109719036e-05,200073711.264298,1,0.147631578947368
167.75,114.705967175235,106.806734911476,1.92746391426632,23.9457966439545,3.50343579586944,0,0.000142527061836387,2.64041999424263e-05,199842584.395956,1,0.147631578947368
167.8,114.705967175235,106.853269448814,1.92984582311731,23.9760148484204,3.50758729139134,0,0.000143751905946846,2.66311084078717e-05,199611459.671061,1,0.147631578947368
167.85,114.705967175235,106.899802171305,1.9322277626533,24.0062340492353,3.51173827195925,0,0.000144979484122408,2.68585233497846e-05,199380337.087726,1,0.147631578947368
167.9,114.705967175235,106.946333079021,1.93460973286861,24.0364542458646,3.51588873759808,0,0.000146209726073882,2.70864317468976e-05,199149216.644065,1,0.147631578947368
167.95,114.705967175235,106.992862172031,1.93699173375752,24.0666754377741,3.52003868833276,0,0.000147442561516652,2.73148205787963e-05,198918098.338191,1,0.147631578947368
168,114.705967175235,107.039389450406,1.93937376531436,24.0968976244294,3.52418812418825,0,0.000148677920190368,2.75436768295674e-05,198686982.168217,1,0.147631578947368
168.05,114.705967175235,107.085914914217,1.94175582753341,24.1271208052964,3.52833704518956,0,0.00014991573187855,2.77729874914298e-05,198455868.132257,1,0.147631578947368
168.1,114.705967175235,107.132438563536,1.94413792040898,24.1573449798411,3.5324854513617,0,0.000151155926428087,2.80027395683469e-05,198224756.228425,1,0.147631578947368
168.15,114.705967175235,107.178960398432,1.94652004393537,24.1875701475293,3.53663334272974,0,0.000152398433768621,2.82329200796179e-05,197993646.454834,1,0.147631578947368
168.2,114.705967175235,107.225480418976,1.94890219810689,24.2177963078271,3.54078071931877,0,0.000153643183931817,2.84635160634471e-05,197762538.8096,1,0.147631578947368
168.25,114.705967175235,107.27199862524,1.95128438291781,24.2480234602007,3.5449275811539,0,0.000154890107070499,2.86945145804892e-05,197531433.290835,1,0.147631578947368
168.3,114.705967175235,107.318515017293,1.95366659836246,24.2782516041164,3.54907392826028,0,0.000156139133477653,2.8925902717369e-05,197300329.896655,1,0.147631578947368
168.35,114.705967175235,107.365029595208,1.95604884443512,24.3084807390404,3.55321976066311,0,0.00015739019360528,2.91576675901745e-05,197069228.625174,1,0.147631578947368
168.4,114.705967175235,107.411542359054,1.95843112113008,24.3387108644392,3.55736507838759,0,0.000158643218083098,2.93897963479212e-05,196838129.474506,1,0.147631578947368
168.45,114.705967175235,107.458053308902,1.96081342844165,24.3689419797793,3.56150988145897,0,0.00015989813773708,2.96222761759865e-05,196607032.442767,1,0.147631578947368
168.5,114.705967175235,107.504562444823,1.96319576636412,24.3991740845273,3.56565416990253,0,0.000161154883607828,2.98550942995127e-05,196375937.528071,1,0.147631578947368
168.55,114.705967175235,107.551069766887,1.96557813489178,24.4294071781499,3.56979794374358,0,0.000162413386968759,3.00882379867767e-05,196144844.728534,1,0.147631578947368
168.6,114.705967175235,107.597575275166,1.96796053401893,24.4596412601138,3.57394120300746,0,0.000163673579344115,3.03216945525259e-05,195913754.04227,1,0.147631578947368
168.65,114.705967175235,107.644078969731,1.97034296373986,24.489876329886,3.57808394771954,0,0.000164935392526772,3.05554513612781e-05,195682665.467396,1,0.147631578947368
168.7,114.705967175235,107.690580850651,1.97272542404886,24.5201123869333,3.58222617790524,0,0.000166198758595859,3.07894958305838e-05,195451579.002026,1,0.147631578947368
168.75,114.705967175235,107.737080917998,1.97510791494023,24.550349430723,3.58636789358999,0,0.000167463609934158,3.10238154342511e-05,195220494.644276,1,0.147631578947368
168.8,114.705967175235,107.783579171842,1.97749043640826,24.580587460722,3.59050909479926,0,0.000168729879245295,3.12583977055293e-05,194989412.392262,1,0.147631578947368
168.85,114.705967175235,107.830075612254,1.97987298844723,24.6108264763978,3.59464978155855,0,0.000169997499570711,3.14932302402532e-05,194758332.244101,1,0.147631578947368
168.9,114.705967175235,107.876570239305,1.98225557105144,24.6410664772175,3.5987899538934,0,0.000171266404306398,3.17283006999433e-05,194527254.197907,1,0.147631578947368
168.95,114.705967175235,107.923063053066,1.98463818421519,24.6713074626488,3.60292961182939,0,0.000172536527219407,3.1963596814864e-05,194296178.251798,1,0.147631578947368
169,114.705967175235,107.969554053607,1.98702082793275,24.701549432159,3.60706875539211,0,0.000173807802464111,3.21991063870358e-05,194065104.403889,1,0.147631578947368
