time_day,TCE_zone1_x17_5_mg_L,TCE_zone2_x2_mg_L,cDCE_zone2_x2_mg_L,VC_zone2_x2_mg_L,TCE_zone2_x15_mg_L,cDCE_zone2_x15_mg_L,VC_zone2_x15_mg_L,TCE_zone2_x28_mg_L,cDCE_zone2_x28_mg_L,VC_zone2_x28_mg_L,source_mass_mg,source_active
114.54,117.988972411618,1.11435767593269,58.8606267835921,8.80810044379274,0,0.0331747274235509,0.00614514495952484,0,0,0,447409178.628763,1
114.57,117.993865831785,1.11466577271665,58.8775242403133,8.81026730595527,0,0.0332182921649973,0.00615321390964225,0,0,0,447268476.488878,1
114.6,117.998612644309,1.11497387395201,58.8944220923855,8.81243404224131,0,0.0332618602134278,0.00616128347012723,0,0,0,447127775.872806,1
114.63,118.003212861979,1.11528197963846,58.9113203397038,8.81460065264796,0,0.033305431624272,0.0061693536512472,0,0,0,446987076.780107,1
114.66,118.00766650835,1.1155900897757,58.9282189821634,8.81676713717233,0,0.0333490064520113,0.00617742446309391,0,0,0,446846379.210337,1
114.69,118.011973617772,1.11589820436341,58.9451180196594,8.81893349581152,0,0.0333925847501925,0.00618549591558602,0,0,0,446705683.163056,1
114.72,118.016134235422,1.1162063234013,58.962017452087,8.82109972856264,0,0.0334361665714416,0.00619356801847159,0,0,0,446564988.637822,1
114.75,118.020148417334,1.11651444688904,58.9789172793415,8.8232658354228,0,0.0334797519674766,0.00620164078133054,0,0,0,446424295.634193,1
114.78,118.024016230428,1.11682257482633,58.995817501318,8.82543181638912,0,0.0335233409891216,0.00620971421357712,0,0,0,446283604.151727,1
114.81,118.027737752533,1.11713070721287,59.0127181179117,8.82759767145873,0,0.033566933686319,0.00621778832446233,0,0,0,446142914.189984,1
114.84,118.031313072414,1.11743884404834,59.0296191290178,8.82976340062876,0,0.033610530108143,0.00622586312307631,0,0,0,446002225.748522,1
114.87,118.034742289793,1.11774698533244,59.0465205345317,8.83192900389634,0,0.0336541303028124,0.00623393861835076,0,0,0,445861538.826899,1
114.9,118.038025515372,1.11805513106485,59.0634223343484,8.83409448125861,0,0.0336977343177032,0.00624201481906122,0,0,0,445720853.424673,1
114.93,118.041162870846,1.11836328124528,59.0803245283634,8.83625983271271,0,0.033741342199361,0.00625009173382946,0,0,0,445580169.541403,1
114.96,118.044154488927,1.1186714358734,59.0972271164718,8.83842505825579,0,0.0337849539935138,0.00625816937112576,0,0,0,445439487.176649,1
114.99,118.047000513355,1.11897959494892,59.1141300985689,8.840590157885,0,0.0338285697450839,0.00626624773927117,0,0,0,445298806.329967,1
115.02,118.04970109891,1.11928775847152,59.1310334745501,8.84275513159749,0,0.0338721894982004,0.00627432684643979,0,0,0,445158127.000918,1
115.05,118.052256411429,1.1195959264409,59.1479372443106,8.84491997939043,0,0.0339158132962108,0.00628240670066098,0,0,0,445017449.189059,1
115.08,118.054666627809,1.11990409885674,59.1648414077457,8.84708470126099,0,0.0339594411816935,0.00629048730982154,0,0,0,444876772.893949,1
115.11,118.056931936018,1.12021227571875,59.1817459647508,8.84924929720633,0,0.0340030731964689,0.00629856868166795,0,0,0,444736098.115146,1
115.14,118.059052535102,1.1205204570266,59.1986509152212,8.85141376722362,0,0.0340467093816114,0.00630665082380847,0,0,0,444595424.852211,1
115.17,118.061028635185,1.12082864278,59.2155562590522,8.85357811131006,0,0.0340903497774608,0.00631473374371525,0,0,0,444454753.1047,1
115.2,118.062860457474,1.12113683297863,59.2324619961392,8.85574232946281,0,0.0341339944236337,0.00632281744872652,0,0,0,444314082.872173,1
115.23,118.064548234258,1.12144502762218,59.2493681263775,8.85790642167907,0,0.0341776433590348,0.00633090194604857,0,0,0,444173414.154189,1
115.26,118.066092208905,1.12175322671036,59.2662746496626,8.86007038795604,0,0.0342212966218676,0.00633898724275787,0,0,0,444032746.950306,1
115.29,118.067492635861,1.12206143024284,59.2831815658898,8.8622342282909,0,0.0342649542496458,0.00634707334580309,0,0,0,443892081.260084,1
115.32,118.068749780643,1.12236963821932,59.3000888749546,8.86439794268087,0,0.034308616279204,0.00635516026200706,0,0,0,443751417.08308,1
115.35,118.069863919828,1.12267785063949,59.3169965767522,8.86656153112314,0,0.0343522827467084,0.00636324799806883,0,0,0,443610754.418854,1
115.38,118.07083534105,1.12298606750305,59.3339046711783,8.86872499361494,0,0.0343959536876672,0.00637133656056557,0,0,0,443470093.266964,1
115.41,118.071664342983,1.12329428880968,59.3508131581281,8.87088833015347,0,0.0344396291369413,0.00637942595595452,0,0,0,443329433.62697,1
115.44,118.072351235331,1.12360251455908,59.3677220374971,8.87305154073595,0,0.0344833091287546,0.00638751619057492,0,0,0,443188775.49843,1
115.47,118.07289633881,1.12391074475094,59.3846313091809,8.87521462535962,0,0.0345269936967041,0.00639560727064986,0,0,0,443048118.880903,1
115.5,118.073299985133,1.12421897938495,59.4015409730748,8.87737758402169,0,0.0345706828737698,0.0064036992022882,0,0,0,442907463.773948,1
115.53,118.073562516991,1.1245272184608,59.4184510290743,8.87954041671941,0,0.0346143766923251,0.00641179199148635,0,0,0,442766810.177124,1
115.56,118.073684288028,1.12483546197819,59.435361477075,8.88170312345002,0,0.0346580751841461,0.00641988564413014,0,0,0,442626158.08999,1
115.59,118.073665662823,1.12514370993679,59.4522723169722,8.88386570421074,0,0.0347017783804217,0.00642798016599658,0,0,0,442485507.512104,1
115.62,118.073507016864,1.12545196233632,59.4691835486616,8.88602815899884,0,0.0347454863117629,0.00643607556275565,0,0,0,442344858.443027,1
115.65,118.073208736517,1.12576021917646,59.4860951720387,8.88819048781157,0,0.0347891990082124,0.00644417183997207,0,0,0,442204210.882317,1
115.68,118.072771219002,1.12606848045689,59.5030071869989,8.89035269064618,0,0.0348329164992541,0.00645226900310696,0,0,0,442063564.829532,1
115.71,118.072194872361,1.12637674617732,59.5199195934379,8.89251476749993,0,0.0348766388138216,0.00646036705751963,0,0,0,441922920.284232,1
115.74,118.071480115425,1.12668501633742,59.5368323912511,8.89467671837009,0,0.0349203659803083,0.00646846600846921,0,0,0,441782277.245977,1
115.77,118.070627377778,1.12699329093691,59.5537455803342,8.89683854325393,0,0.0349640980265755,0.00647656586111632,0,0,0,441641635.714324,1
115.8,118.069637099723,1.12730156997546,59.5706591605827,8.89900024214872,0,0.0350078349799618,0.00648466662052472,0,0,0,441500995.688833,1
115.83,118.068509732244,1.12760985345277,59.5875731318922,8.90116181505175,0,0.0350515768672915,0.00649276829166292,0,0,0,441360357.169064,1
115.86,118.067245736962,1.12791814136853,59.6044874941583,8.9033232619603,0,0.0350953237148834,0.00650087087940577,0,0,0,441219720.154576,1
115.89,118.065845586098,1.12822643372243,59.6214022472766,8.90548458287165,0,0.0351390755485591,0.00650897438853606,0,0,0,441079084.644927,1
115.92,118.064309762424,1.12853473051416,59.6383173911428,8.9076457777831,0,0.0351828323936519,0.00651707882374603,0,0,0,440938450.639676,1
115.95,118.062638759221,1.12884303174342,59.6552329256525,8.90980684669195,0,0.0352265942750144,0.00652518418963895,0,0,0,440797818.138384,1
115.98,118.06083308023,1.1291513374099,59.6721488507012,8.9119677895955,0,0.0352703612170269,0.00653329049073061,0,0,0,440657187.140609,1
116.01,118.058893239601,1.12945964751328,59.6890651661847,8.91412860649106,0,0.0353141332436057,0.00654139773145078,0,0,0,440516557.645911,1
116.04,118.056819761845,1.12976796205326,59.7059818719987,8.91628929737593,0,0.0353579103782109,0.00654950591614474,0,0,0,440375929.653848,1
116.07,118.054613181776,1.13007628102954,59.7228989680387,8.91844986224744,0,0.0354016926438539,0.00655761504907468,0,0,0,440235303.16398,1
116.1,118.05227404446,1.1303846044418,59.7398164542006,8.9206103011029,0,0.0354454800631057,0.00656572513442117,0,0,0,440094678.175867,1
116.13,118.049802905156,1.13069293228973,59.7567343303799,8.92277061393964,0,0.0354892726581039,0.00657383617628453,0,0,0,439954054.689067,1
116.16,118.047200329258,1.13100126457303,59.7736525964725,8.92493080075499,0,0.0355330704505606,0.00658194817868624,0,0,0,439813432.70314,1
116.19,118.044466892233,1.13130960129139,59.7905712523739,8.92709086154627,0,0.0355768734617699,0.00659006114557031,0,0,0,439672812.217646,1
116.22,118.041603179562,1.13161794244449,59.8074902979801,8.92925079631084,0,0.0356206817126148,0.00659817508080463,0,0,0,439532193.232144,1
116.25,118.038609786672,1.13192628803204,59.8244097331866,8.93141060504603,0,0.0356644952235744,0.00660628998818229,0,0,0,439391575.746192,1
116.28,118.035487318871,1.13223463805372,59.8413295578892,8.93357028774919,0,0.0357083140147315,0.00661440587142292,0,0,0,439250959.759351,1
116.31,118.032236391285,1.13254299250923,59.8582497719838,8.93572984441767,0,0.0357521381057789,0.00662252273417394,0,0,0,439110345.27118,1
116.34,118.02885762878,1.13285135139825,59.875170375366,8.93788927504883,0,0.035795967516027,0.00663064058001187,0,0,0,438969732.281239,1
116.37,118.025351665899,1.13315971472049,59.8920913679318,8.94004857964003,0,0.0358398022644098,0.00663875941244357,0,0,0,438829120.789086,1
116.4,118.021719146785,1.13346808247562,59.9090127495767,8.94220775818863,0,0.0358836423694921,0.0066468792349075,0,0,0,438688510.794282,1
116.43,118.017960725107,1.13377645466334,59.9259345201968,8.944366810692,0,0.035927487849476,0.00665500005077487,0,0,0,438547902.296386,1
116.46,118.014077063983,1.13408483128335,59.9428566796878,8.94652573714753,0,0.0359713387222074,0.00666312186335094,0,0,0,438407295.294958,1
116.49,118.010068835907,1.13439321233533,59.9597792279455,8.94868453755258,0,0.0360151950051821,0.00667124467587613,0,0,0,438266689.789556,1
116.52,118.005936722661,1.13470159781897,59.9767021648657,8.95084321190455,0,0.0360590567155523,0.00667936849152722,0,0,0,438126085.779742,1
116.55,118.001681415243,1.13500998773398,59.9936254903444,8.95300176020081,0,0.0361029238701331,0.00668749331341846,0,0,0,437985483.265073,1
116.58,117.997303613777,1.13531838208003,60.0105492042774,8.95516018243877,0,0.0361467964854081,0.00669561914460274,0,0,0,437844882.24511,1
116.61,117.992804027432,1.13562678085683,60.0274733065605,8.95731847861582,0,0.0361906745775354,0.00670374598807271,0,0,0,437704282.719413,1
116.64,117.988183374336,1.13593518406406,60.0443977970897,8.95947664872936,0,0.0362345581623541,0.00671187384676182,0,0,0,437563684.687541,1
116.67,117.983442381488,1.13624359170142,60.0613226757608,8.96163469277679,0,0.0362784472553896,0.00672000272354546,0,0,0,437423088.149054,1
116.7,117.978581784669,1.13655200376859,60.0782479424698,8.96379261075553,0,0.0363223418718593,0.00672813262124197,0,0,0,437282493.103512,1
116.73,117.973602328351,1.13686042026527,60.0951735971126,8.96595040266299,0,0.0363662420266789,0.00673626354261376,0,0,0,437141899.550473,1
116.76,117.968504765606,1.13716884119115,60.112099639585,8.9681080684966,0,0.0364101477344669,0.00674439549036824,0,0,0,437001307.489499,1
116.79,117.963289858011,1.13747726654592,60.1290260697831,8.97026560825377,0,0.0364540590095513,0.00675252846715893,0,0,0,436860716.920149,1
116.82,117.957958375553,1.13778569632927,60.1459528876028,8.97242302193193,0,0.0364979758659738,0.00676066247558639,0,0,0,436720127.841982,1
116.85,117.952511096535,1.1380941305409,60.1628800929401,8.97458030952852,0,0.0365418983174961,0.00676879751819924,0,0,0,436579540.254558,1
116.88,117.946948807474,1.1384025691805,60.1798076856908,8.97673747104097,0,0.0365858263776045,0.00677693359749512,0,0,0,436438954.157438,1
116.91,117.941272303006,1.13871101224775,60.1967356657511,8.97889450646673,0,0.0366297600595152,0.00678507071592163,0,0,0,436298369.550181,1
116.94,117.935482385782,1.13901945974236,60.2136640330169,8.98105141580325,0,0.0366736993761794,0.00679320887587728,0,0,0,436157786.432346,1
116.97,117.929579866367,1.139327911664,60.2305927873843,8.98320819904796,0,0.0367176443402883,0.00680134807971239,0,0,0,436017204.803494,1
117,117.923565563137,1.13963636801238,60.2475219287491,8.98536485619834,0,0.036761594964278,0.00680948832973003,0,0,0,435876624.663185,1
117.03,117.917440302174,1.13994482878719,60.2644514570076,8.98752138725183,0,0.0368055512603341,0.0068176296281869,0,0,0,435736046.010979,1
117.06,117.911204917159,1.14025329398811,60.2813813720556,8.98967779220591,0,0.0368495132403968,0.00682577197729418,0,0,0,435595468.846435,1
117.09,117.904860249268,1.14056176361484,60.2983116737893,8.99183407105804,0,0.0368934809161653,0.00683391537921842,0,0,0,435454893.169113,1
117.12,117.898407147058,1.14087023766707,60.3152423621048,8.9939902238057,0,0.0369374542991023,0.00684205983608242,0,0,0,435314318.978574,1
117.15,117.891846466362,1.1411787161445,60.332173436898,8.99614625044635,0,0.036981433400439,0.00685020534996598,0,0,0,435173746.274377,1
117.18,117.885179070177,1.1414871990468,60.3491048980651,8.9983021509775,0,0.0370254182311788,0.00685835192290681,0,0,0,435033175.056083,1
117.21,117.87840582855,1.14179568637368,60.3660367455022,9.00045792539661,0,0.0370694088021024,0.00686649955690128,0,0,0,434892605.323251,1
117.24,117.871527618465,1.14210417812483,60.3829689791054,9.00261357370119,0,0.0371134051237716,0.00687464825390524,0,0,0,434752037.075442,1
117.27,117.864545323732,1.14241267429994,60.3999015987708,9.00476909588873,0,0.0371574072065336,0.00688279801583481,0,0,0,434611470.312215,1
117.3,117.857459834867,1.1427211748987,60.4168346043945,9.00692449195673,0,0.0372014150605254,0.00689094884456713,0,0,0,434470905.033131,1
117.33,117.850272048979,1.1430296799208,60.4337679958727,9.00907976190269,0,0.0372454286956776,0.0068991007419411,0,0,0,434330341.23775,1
117.36,117.842982869649,1.14333818936593,60.4507017731016,9.01123490572412,0,0.0372894481217185,0.00690725370975818,0,0,0,434189778.925632,1
117.39,117.835593206814,1.14364670323379,60.4676359359772,9.01338992341854,0,0.0373334733481782,0.00691540774978306,0,0,0,434049218.096337,1
117.42,117.828103976647,1.14395522152407,60.4845704843958,9.01554481498346,0,0.037377504384392,0.0069235628637444,0,0,0,433908658.749425,1
117.45,117.820516101435,1.14426374423646,60.5015054182535,9.01769958041641,0,0.0374215412395049,0.00693171905333557,0,0,0,433768100.884456,1
117.48,117.812830509458,1.14457227137064,60.5184407374466,9.01985421971491,0,0.0374655839224748,0.00693987632021527,0,0,0,433627544.500992,1
117.51,117.805048134869,1.14488080292632,60.5353764418712,9.0220087328765,0,0.0375096324420763,0.00694803466600828,0,0,0,433486989.598591,1
117.54,117.797169917565,1.14518933890318,60.5523125314236,9.02416311989871,0,0.0375536868069047,0.0069561940923061,0,0,0,433346436.176814,1
117.57,117.789196803069,1.14549787930092,60.569249006,9.02631738077908,0,0.0375977470253789,0.00696435460066762,0,0,0,433205884.235222,1
117.6,117.781129742401,1.14580642411923,60.5861858654967,9.02847151551516,0,0.0376418131057454,0.00697251619261974,0,0,0,433065333.773375,1
117.63,117.772969691955,1.1461149733578,60.6031231098098,9.03062552410449,0,0.0376858850560814,0.00698067886965805,0,0,0,432924784.790833,1
117.66,117.764717613368,1.14642352701631,60.6200607388357,9.03277940654463,0,0.0377299628842987,0.0069888426332474,0,0,0,432784237.287156,1
117.69,117.756374473396,1.14673208509447,60.6369987524705,9.03493316283313,0,0.0377740465981462,0.00699700748482259,0,0,0,432643691.261904,1
117.72,117.747941243788,1.14704064759197,60.6539371506108,9.03708679296757,0,0.0378181362052139,0.00700517342578888,0,0,0,432503146.714639,1
117.75,117.739418901151,1.14734921450849,60.6708759331526,9.0392402969455,0,0.0378622317129358,0.00701334045752266,0,0,0,432362603.644921,1
117.78,117.730808426825,1.14765778584372,60.6878150999923,9.04139367476449,0,0.0379063331285928,0.007021508581372,0,0,0,432222062.052309,1
117.81,117.722110806754,1.14796636159737,60.7047546510262,9.04354692642213,0,0.0379504404593164,0.00702967779865721,0,0,0,432081521.936365,1
117.84,117.713327031349,1.14827494176912,60.7216945861507,9.045700051916,0,0.0379945537120912,0.00703784811067143,0,0,0,431940983.296648,1
117.87,117.704458095366,1.14858352635866,60.7386349052621,9.04785305124367,0,0.0380386728937578,0.00704601951868116,0,0,0,431800446.13272,1
117.9,117.695504997765,1.14889211536569,60.7555756082568,9.05000592440275,0,0.0380827980110164,0.0070541920239268,0,0,0,431659910.44414,1
117.93,117.686468741584,1.14920070878989,60.772516695031,9.05215867139081,0,0.0381269290704289,0.00706236562762321,0,0,0,431519376.23047,1
117.96,117.677350333803,1.14950930663096,60.7894581654813,9.05431129220546,0,0.0381710660784222,0.0070705403309602,0,0,0,431378843.49127,1
117.99,117.668150785213,1.14981790888859,60.8064000195039,9.05646378684431,0,0.0382152090412909,0.00707871613510307,0,0,0,431238312.2261,1
118.02,117.658871110279,1.15012651556248,60.8233422569952,9.05861615530495,0,0.0382593579651997,0.00708689304119306,0,0,0,431097782.43452,1
118.05,117.649512327009,1.1504351266523,60.8402848778518,9.060768397585,0,0.0383035128561865,0.00709507105034794,0,0,0,430957254.116093,1
118.08,117.64007545682,1.15074374215777,60.8572278819699,9.06292051368208,0,0.0383476737201649,0.00710325016366239,0,0,0,430816727.270377,1
118.11,117.630561524398,1.15105236207855,60.874171269246,9.06507250359381,0,0.0383918405629265,0.00711143038220856,0,0,0,430676201.896934,1
118.14,117.62097155757,1.15136098641436,60.8911150395766,9.0672243673178,0,0.0384360133901436,0.00711961170703647,0,0,0,430535677.995325,1
118.17,117.611306587163,1.15166961516488,60.9080591928581,9.0693761048517,0,0.038480192207372,0.00712779413917453,0,0,0,430395155.56511,1
118.2,117.601567646871,1.1519782483298,60.925003728987,9.07152771619312,0,0.0385243770200529,0.00713597767962995,0,0,0,430254634.605849,1
118.23,117.591755773119,1.15228688590881,60.9419486478597,9.07367920133972,0,0.0385685678335156,0.0071441623293892,0,0,0,430114115.117104,1
118.26,117.581872004925,1.15259552790161,60.9588939493727,9.07583056028914,0,0.0386127646529796,0.00715234808941842,0,0,0,429973597.098435,1
118.29,117.571917383767,1.15290417430789,60.9758396334226,9.07798179303901,0,0.0386569674835574,0.00716053496066388,0,0,0,429833080.549403,1
118.32,117.561892953443,1.15321282512733,60.9927856999058,9.08013289958699,0,0.038701176330256,0.0071687229440524,0,0,0,429692565.469568,1
118.35,117.551799759938,1.15352148035964,61.0097321487188,9.08228387993075,0,0.03874539119798,0.00717691204049169,0,0,0,429552051.858492,1
118.38,117.541638851285,1.1538301400045,61.0266789797581,9.08443473406792,0,0.0387896120915329,0.00718510225087086,0,0,0,429411539.715736,1
118.41,117.531411277428,1.1541388040616,61.0436261929204,9.08658546199619,0,0.0388338390156198,0.00719329357606072,0,0,0,429271029.040859,1
118.44,117.521118090089,1.15444747253064,61.0605737881022,9.08873606371322,0,0.0388780719748493,0.00720148601691423,0,0,0,429130519.833424,1
118.47,117.510760342627,1.15475614541131,61.0775217652,9.09088653921669,0,0.0389223109737357,0.00720967957426685,0,0,0,428990012.09299,1
118.5,117.500339089904,1.15506482270329,61.0944701241103,9.09303688850426,0,0.0389665560167007,0.00721787424893689,0,0,0,428849505.819119,1
118.53,117.489855388148,1.15537350440629,61.1114188647299,9.09518711157363,0,0.0390108071080756,0.00722607004172595,0,0,0,428709001.011372,1
118.56,117.479310294816,1.15568219051999,61.1283679869552,9.09733720842248,0,0.0390550642521032,0.00723426695341921,0,0,0,428568497.669309,1
118.59,117.468704868458,1.15599088104409,61.1453174906829,9.09948717904849,0,0.0390993274529398,0.00724246498478579,0,0,0,428427995.792491,1
118.62,117.458040168583,1.15629957597827,61.1622673758096,9.10163702344937,0,0.0391435967146568,0.00725066413657914,0,0,0,428287495.380481,1
118.65,117.447317255518,1.15660827532223,61.1792176422319,9.10378674162282,0,0.0391878720412427,0.00725886440953731,0,0,0,428146996.432837,1
118.68,117.436537190278,1.15691697907566,61.1961682898465,9.10593633356654,0,0.039232153436605,0.00726706580438335,0,0,0,428006498.949122,1
118.71,117.425701034427,1.15722568723826,61.21311931855,9.10808579927824,0,0.0392764409045716,0.00727526832182558,0,0,0,427866002.928896,1
118.74,117.414809849944,1.1575343998097,61.2300707282391,9.11023513875562,0,0.0393207344488929,0.00728347196255795,0,0,0,427725508.371721,1
118.77,117.403864699088,1.15784311678969,61.2470225188104,9.11238435199641,0,0.0393650340732433,0.00729167672726031,0,0,0,427585015.277158,1
118.8,117.392866644264,1.15815183817792,61.2639746901607,9.11453343899834,0,0.0394093397812229,0.00729988261659878,0,0,0,427444523.644767,1
118.83,117.381816747886,1.15846056397408,61.2809272421865,9.11668239975911,0,0.039453651576359,0.00730808963122597,0,0,0,427304033.47411,1
118.86,117.370716072248,1.15876929417786,61.2978801747847,9.11883123427648,0,0.0394979694621079,0.00731629777178134,0,0,0,427163544.764748,1
118.89,117.359565679387,1.15907802878895,61.314833487852,9.12097994254817,0,0.0395422934418562,0.00732450703889145,0,0,0,427023057.516242,1
118.92,117.348366630949,1.15938676780704,61.3317871812851,9.12312852457191,0,0.0395866235189227,0.00733271743317027,0,0,0,426882571.728153,1
118.95,117.337119988061,1.15969551123183,61.3487412549806,9.12527698034546,0,0.0396309596965595,0.00734092895521943,0,0,0,426742087.400042,1
118.98,117.325826811196,1.16000425906301,61.3656957088354,9.12742530986656,0,0.0396753019779536,0.00734914160562851,0,0,0,426601604.531471,1
119.01,117.314488160041,1.16031301130027,61.3826505427463,9.12957351313297,0,0.0397196503662286,0.00735735538497532,0,0,0,426461123.122001,1
119.04,117.303105093368,1.1606217679433,61.39960575661,9.13172159014244,0,0.0397640048644456,0.00736557029382611,0,0,0,426320643.171193,1
119.07,117.291678668901,1.16093052899179,61.4165613503232,9.13386954089272,0,0.0398083654756052,0.00737378633273587,0,0,0,426180164.678608,1
119.1,117.28020994319,1.16123929444544,61.4335173237828,9.1360173653816,0,0.039852732202648,0.0073820035022486,0,0,0,426039687.643807,1
119.13,117.268699971477,1.16154806430393,61.4504736768856,9.13816506360683,0,0.0398971050484571,0.00739022180289747,0,0,0,425899212.066353,1
119.16,117.257149807574,1.16185683856697,61.4674304095284,9.14031263556619,0,0.0399414840158581,0.00739844123520516,0,0,0,425758737.945805,1
119.19,117.245560503728,1.16216561723423,61.4843875216081,9.14246008125747,0,0.0399858691076216,0.00740666179968403,0,0,0,425618265.281727,1
119.22,117.233933110498,1.16247440030541,61.5013450130214,9.14460740067844,0,0.0400302603264633,0.00741488349683637,0,0,0,425477794.073678,1
119.25,117.222268676628,1.16278318778021,61.5183028836652,9.14675459382689,0,0.0400746576750461,0.00742310632715464,0,0,0,425337324.32122,1
119.28,117.210568248922,1.16309197965831,61.5352611334364,9.14890166070061,0,0.0401190611559809,0.00743133029112166,0,0,0,425196856.023915,1
119.31,117.198832872116,1.16340077593941,61.5522197622319,9.1510486012974,0,0.0401634707718279,0.00743955538921086,0,0,0,425056389.181324,1
119.34,117.187063588759,1.1637095766232,61.5691787699485,9.15319541561506,0,0.0402078865250976,0.00744778162188648,0,0,0,424915923.793009,1
119.37,117.175261439085,1.16401838170937,61.5861381564831,9.15534210365139,0,0.0402523084182521,0.00745600898960375,0,0,0,424775459.858531,1
119.4,117.163427460893,1.16432719119762,61.6030979217327,9.15748866540421,0,0.0402967364537059,0.00746423749280917,0,0,0,424634997.377451,1
119.43,117.151562689424,1.16463600508762,61.6200580655942,9.15963510087132,0,0.0403411706338274,0.0074724671319406,0,0,0,424494536.349331,1
119.46,117.139668157243,1.16494482337909,61.6370185879644,9.16178141005055,0,0.0403856109609398,0.00748069790742755,0,0,0,424354076.773732,1
119.49,117.127744894115,1.1652536460717,61.6539794887403,9.16392759293971,0,0.0404300574373218,0.00748892981969134,0,0,0,424213618.650217,1
119.52,117.115793926891,1.16556247316515,61.6709407678189,9.16607364953664,0,0.0404745100652091,0.00749716286914526,0,0,0,424073161.978346,1
119.55,117.103816279386,1.16587130465913,61.6879024250971,9.16821957983917,0,0.0405189688467951,0.0075053970561948,0,0,0,423932706.757681,1
119.58,117.091812972265,1.16618014055334,61.704864460472,9.17036538384512,0,0.0405634337842319,0.00751363238123778,0,0,0,423792252.987784,1
119.61,117.079785022924,1.16648898084746,61.7218268738404,9.17251106155235,0,0.0406079048796315,0.00752186884466457,0,0,0,423651800.668216,1
119.64,117.06773344538,1.16679782554119,61.7387896650995,9.17465661295869,0,0.0406523821350662,0.00753010644685825,0,0,0,423511349.798539,1
119.67,117.055659250152,1.16710667463422,61.7557528341461,9.17680203806199,0,0.0406968655525701,0.00753834518819475,0,0,0,423370900.378315,1
119.7,117.043563444151,1.16741552812623,61.7727163808773,9.17894733686011,0,0.0407413551341396,0.00754658506904305,0,0,0,423230452.407106,1
119.73,117.031447030567,1.16772438601693,61.7896803051902,9.1810925093509,0,0.0407858508817344,0.00755482608976534,0,0,0,423090005.884472,1
119.76,117.019311008759,1.16803324830601,61.8066446069817,9.18323755553222,0,0.0408303527972783,0.00756306825071713,0,0,0,422949560.809976,1
119.79,117.007156374148,1.16834211499315,61.823609286149,9.18538247540195,0,0.0408748608826602,0.00757131155224749,0,0,0,422809117.183179,1
119.82,116.994984118102,1.16865098607805,61.8405743425891,9.18752726895794,0,0.0409193751397347,0.00757955599469911,0,0,0,422668675.003644,1
119.85,116.982795227837,1.16895986156039,61.857539776199,9.18967193619808,0,0.040963895570323,0.0075878015784085,0,0,0,422528234.270932,1
119.88,116.970590686305,1.16926874143988,61.8745055868758,9.19181647712024,0,0.0410084221762136,0.00759604830370615,0,0,0,422387794.984604,1
119.91,116.95837147209,1.1695776257162,61.8914717745167,9.19396089172231,0,0.0410529549591634,0.00760429617091662,0,0,0,422247357.144223,1
119.94,116.946138559307,1.16988651438905,61.9084383390188,9.19610518000217,0,0.0410974939208979,0.0076125451803587,0,0,0,422106920.749351,1
119.97,116.933892917498,1.17019540745812,61.9254052802791,9.19824934195772,0,0.0411420390631123,0.00762079533234557,0,0,0,421966485.799548,1
120,116.92163551153,1.17050430492309,61.9423725981947,9.20039337758685,0,0.0411865903874721,0.0076290466271849,0,0,0,421826052.294378,1
120.03,116.909367301496,1.17081320678366,61.959340292663,9.20253728688746,0,0.0412311478956141,0.00763729906517901,0,0,0,421685620.233402,1
120.06,116.897089242616,1.17112211303953,61.9763083635809,9.20468106985746,0,0.0412757115891463,0.00764555264662496,0,0,0,421545189.616182,1
120.09,116.884802285141,1.17143102369037,61.9932768108456,9.20682472649476,0,0.0413202814696497,0.0076538073718147,0,0,0,421404760.44228,1
120.12,116.872507374253,1.1717399387359,62.0102456343543,9.20896825679727,0,0.0413648575386778,0.00766206324103518,0,0,0,421264332.711257,1
120.15,116.860205449977,1.17204885817579,62.0272148340043,9.21111166076291,0,0.0414094397977582,0.0076703202545685,0,0,0,421123906.422677,1
120.18,116.847897447078,1.17235778200974,62.0441844096926,9.2132549383896,0,0.0414540282483925,0.00767857841269197,0,0,0,420983481.5761,1
120.21,116.83558429498,1.17266671023745,62.0611543613166,9.21539808967527,0,0.0414986228920574,0.00768683771567826,0,0,0,420843058.171089,1
120.24,116.823266917666,1.17297564285859,62.0781246887733,9.21754111461784,0,0.0415432237302052,0.00769509816379552,0,0,0,420702636.207206,1
120.27,116.810946233593,1.17328457987287,62.0950953919601,9.21968401321526,0,0.041587830764264,0.00770335975730746,0,0,0,420562215.684013,1
120.3,116.798623155604,1.17359352127998,62.1120664707742,9.22182678546547,0,0.0416324439956389,0.00771162249647347,0,0,0,420421796.601071,1
120.33,116.786298590838,1.17390246707961,62.1290379251128,9.2239694313664,0,0.0416770634257121,0.00771988638154874,0,0,0,420281378.957944,1
120.36,116.773973440651,1.17421141727144,62.1460097548732,9.226111950916,0,0.0417216890558436,0.00772815141278432,0,0,0,420140962.754193,1
120.39,116.761648600526,1.17452037185518,62.1629819599527,9.22825434411223,0,0.0417663208873718,0.00773641759042726,0,0,0,420000547.98938,1
120.42,116.749324959994,1.17482933083052,62.1799545402486,9.23039661095305,0,0.0418109589216139,0.0077446849147207,0,0,0,419860134.663068,1
120.45,116.737003402552,1.17513829419713,62.196927495658,9.23253875143641,0,0.0418556031598664,0.00775295338590393,0,0,0,419719722.774818,1
